PID,UR,AltUR,Alias,Merged,Deleted,familyName,givenName,birthdate,sex,streetNo,streetName,shortStreetType,suburb,state,postcode,country,sa1,meshblock,longitude,latitude,mobile,homePhone,businessPhone,email,medicareNo,dvaNo,dvaType,height,weight,waist,hips,married,race,deathDate
20094,10416,300128,,,,MCMULLENDE,MARTIFG,1950-11-03,F,137,TROWER,RD,ALAWA,NT,0810,AUS,70101100703,70011460000,130.87158371,-12.38317012,0491570156,0755501782,0770101418,martifg.mcmullende@his4ehr.com,52164038933,,,142,67,71,103,D,4,
20095,10421,303551,,,,BOYLECD,ROBERTMN,1950-11-03,M,31,SERGISON,CCT,RAPID CREEK,NT,0810,AUS,70102102611,70011700000,130.85662289,-12.37824408,0491570156,0755504174,0770108618,robertmn.boylecd@his4ehr.com,51604115924,,,169,97,98,87,M,4,
20096,10426,308914,,,,BIN JAHAMINYZ,RICHARDIJ,1956-11-01,M,8,CYPRESS,CR,EAST SIDE,NT,0870,AUS,70205106614,73793000000,133.90171086,-23.68980298,0491570158,0755503571,0770101624,richardij.bin jahaminyz@his4ehr.com,56183474251,SA701327A,ORN,166,82,86,93,S,4,
20097,10430,302281,,,,SMITHEF,ANGELAQR,1968-08-28,F,275,ANGLESEY,RD,GIRRAWEEN,NT,0836,AUS,70102101104,70005660000,131.1063923,-12.53095713,0491570157,0755506723,0770107230,angelaqr.smithef@his4ehr.com,51900449244,,,151,92,100,131,D,4,
20098,10434,,,10009,,BICKLEYTU,MIKELM,1967-10-30,M,2,HENRY,ST,STUART PARK,NT,0820,AUS,70101100207,73839000000,130.84364804,-12.4469654,0491570157,0755508621,0770105199,bettyvw.gelling-goodmanef@his4ehr.com,55557203073,,,169,74,81,75,M,4,
20099,10439,305709,,,,PALMERAB,JOHNEF,1949-11-03,M,86,FLAMETREE,CCT,ROSEBERY,NT,0832,AUS,70102101304,70016391500,130.98729368,-12.50435128,0491570156,0755508494,0770107816,johnef.palmerab@his4ehr.com,52891066522,,,182,81,95,83,S,4,
20100,10444,300512,,,,LEONARDDE,REGINALDVW,1971-08-27,M,25,DEANE,CR,ROSEBERY,NT,0832,AUS,70104104310,70016384300,130.98979921,-12.50513633,0491570156,0755500227,0770100686,reginaldvw.leonardde@his4ehr.com,50900567873,,,181,98,99,91,M,4,
20101,10448,306547,,,,HIBBARDGH,ELEANORWX,1941-11-05,F,4,CLOUGH,CT,KATHERINE,NT,0850,AUS,70102101004,70005250000,132.2663817,-14.45959157,0491570157,0755506322,0770105409,eleanorwx.hibbardgh@his4ehr.com,54322128734,,,149,84,85,141,S,4,
20102,10453,301765,,,,DURIGHELLONO,NANCYNO,1941-11-05,F,27,ROYAL,CCT,DURACK,NT,0830,AUS,70205106808,70033520000,130.9686127,-12.47263412,0491570157,0755509806,0770105912,nancyno.durighellono@his4ehr.com,51328448732,,,168,83,80,164,D,4,
20103,10457,300879,,,,ST.CLAIR-TELFORDJK,AARONCD,1958-11-01,M,134,MCKINNON,RD,PINELANDS,NT,0829,AUS,70104103815,70016431000,130.96596651,-12.4613123,0491570159,0755506087,0770102180,aaroncd.st.clair-telfordjk@his4ehr.com,57082284832,,,174,84,85,108,M,4,
20104,10461,308140,,,,GARVEYJK,HAROLDCD,1942-11-05,M,8,OLEANDER,CR,EAST SIDE,NT,0870,AUS,70104104203,70016429600,133.89930625,-23.69244838,0491570159,0755506752,0770104694,haroldcd.garveyjk@his4ehr.com,51319008915,,,174,71,80,102,M,4,
20105,10465,308656,,,,MARSHALLFG,JOSEST,1969-10-29,M,590,THORNGATE,RD,HOLTZE,NT,0829,AUS,70102102803,70013140000,130.98307496,-12.44597551,0491570158,0755502021,0770105226,josest.marshallfg@his4ehr.com,53389024624,,,176,78,85,74,S,4,
20106,10469,307489,,,,REDMANTU,JULIEAB,1974-10-28,F,164,STEPHENS,RD,MOUNT JOHNS,NT,0874,AUS,70102102205,70009632000,133.89570128,-23.72336025,0491570157,0755501925,0770103374,julieab.redmantu@his4ehr.com,56474354823,,,164,52,55,70,M,4,
20107,10474,302410,,,,KOLLICHGH,RICHARDAB,1973-10-28,M,129,APER,RD,DAVENPORT,NT,0872,AUS,70103103403,70021110000,134.68017667,-21.04887654,0491570158,0755501424,0770104975,richardab.kollichgh@his4ehr.com,52862727113,,,191,95,88,117,M,4,
20108,10479,306201,,,,PAINEOP,JOSEPHFG,1970-10-29,M,28,IRVINE,ST,TENNANT CREEK,NT,0860,AUS,70102101207,70037010000,134.182013,-19.6333992,0491570110,0755504675,0770101097,josephfg.paineop@his4ehr.com,59856579412,,,190,69,71,93,M,4,
20109,10483,304506,,,,YUMULUBC,JOSEGH,1945-11-04,M,42,ZEIL,ST,ARALUEN,NT,0870,AUS,70201104805,70001240000,133.84626055,-23.70088235,0491570110,0755504984,0770106014,josegh.yumulubc@his4ehr.com,58961134771,,,179,105,112,143,M,4,
20110,10488,,,,,WHEATHI,LORIBC,1973-10-28,F,311,BRUNKER,ST,ALYANGULA,NT,0885,AUS,70204106206,70016421800,136.41566047,-13.84425083,0491570158,0755500726,0770109786,loribc.wheathi@his4ehr.com,59083645861,,,165,69.8,73,111,M,4,
20111,10492,,,,,CALLAGHANLM,MARILYNVW,1949-11-03,F,93,SMITH,ST,DARWIN CITY,NT,0800,AUS,70101100225,70006280000,130.83696461,-12.4589791,0491570159,0755509538,0770105911,marilynvw.callaghanlm@his4ehr.com,51518100351,,,168,73.4,83,116,M,4,
20112,10496,300427,,,,HIMONETOSKL,VICTORIJ,1978-10-27,M,37,STANDLEY,ST,TENNANT CREEK,NT,0860,AUS,70104104004,70024100000,134.18343404,-19.65440138,0491570158,0755503016,0770108763,victorij.himonetoskl@his4ehr.com,50653098055,,,188,79,81,91,M,4,
20113,10501,,,,,KOHONAGH,TONIDE,2022-10-16,F,130,SMITH,ST,DARWIN CITY,NT,0800,AUS,70101100211,73837000000,130.83567368,-12.4567656,0491570158,0755502740,0770109196,tonide.kohonagh@his4ehr.com,57505935975,,,75,9.9,39,59,S,4,
20114,10505,308462,,,,ABRAHAMLM,KENDRAPQ,1943-11-05,F,38,ERUMBA,ST,BRAITLING,NT,0870,AUS,70204106401,70021962000,133.87187661,-23.67676502,0491570158,0755506161,0770109470,kendrapq.abrahamlm@his4ehr.com,50240978321,,,163,69,77,104,W,4,
20115,10509,,,,,GRANTERGH,DANLM,1996-10-22,M,41,NTJALKA,CCT,ILPARPA,NT,0873,AUS,70201105108,70000670000,133.85894664,-23.72793377,0491570110,0755505467,0770105988,danlm.grantergh@his4ehr.com,57324698253,,,186,79.6,101,90,M,4,
20116,10513,300686,,,,STIRLINGVW,TONINO,1970-10-29,F,38,CROMWELL,DR,DESERT SPRINGS,NT,0870,AUS,70102101305,70010520000,133.88342533,-23.71160304,0491570159,0755508584,0770102155,tonino.stirlingvw@his4ehr.com,51271867542,,,168,70,73,99,M,4,
20117,10518,302088,,,,TERRYFG,ARIELLEFG,1978-10-27,F,172,CASUARINA,DR,NIGHTCLIFF,NT,0810,AUS,70204106305,70016422400,130.84387575,-12.38423051,0491570110,0755501795,0770101010,ariellefg.terryfg@his4ehr.com,56071268731,,,169,84,81,119,S,4,
20118,10522,303039,,,,SABAMALAIPQ,KIMBERLYIJ,1977-10-27,F,12,LEITCH,ST,MUIRHEAD,NT,0810,AUS,70201104509,70000430000,130.89406005,-12.35506978,0491570157,0755509501,0770104468,kimberlyij.sabamalaipq@his4ehr.com,59853098164,,,161,101,100,157,M,4,
20119,10526,307276,,,,DIAZ-MARTINEZIJ,TONIST,1959-11-01,F,5,LAMPINYTJA,ST,KINTORE,NT,0872,AUS,70101100405,70012700000,129.38701724,-23.27824904,0491570157,0755507427,0770108609,tonist.diaz-martinezij@his4ehr.com,58163756314,,,151,79,72,98,S,4,
20120,10530,303509,,,,OLSENLM,MARGARETPQ,1940-11-05,F,9,MOODY,CT,MALAK,NT,0812,AUS,70204106413,70022180000,130.90650666,-12.38777653,0491570159,0755502659,0770104499,margaretpq.olsenlm@his4ehr.com,55381589645,,,166,74,85,125,D,4,
20121,10535,301139,,,,SACIUKGH,RONDATU,1954-11-02,F,4,EUCHARIA,ST,BELLAMACK,NT,0832,AUS,70102102403,70010180000,130.98505315,-12.51009512,0491570157,0755508750,0770102908,rondatu.saciukgh@his4ehr.com,52569973274,,,160,88,90,118,S,4,
20122,10540,,,,,BACHMANIJ,ESTHERYZ,1978-10-27,F,970,LEONINO,RD,DARWIN RIVER,NT,0841,AUS,70103103509,70020010000,131.03416228,-12.79921811,0491570157,0755503866,0770104523,estheryz.bachmanij@his4ehr.com,59815670933,SPX39668D,ORN,154,70.7,71,132,S,4,
20123,10544,309710,,,,BODINIIJ,GEORGEVW,1960-10-31,M,120,LIND,RD,JOHNSTON,NT,0832,AUS,70101100406,70007260000,131.01081144,-12.49265324,0491570157,0755509136,0770104623,georgevw.bodiniij@his4ehr.com,58131642852,,,182,70,70,95,D,4,
20124,10549,303165,,,,JOHNSTONEUV,ALEXANDERWX,1948-11-03,M,29,WOODS,ST,DARWIN CITY,NT,0800,AUS,70101100221,73790000000,130.84424555,-12.46194686,0491570157,0755508501,0770106990,alexanderwx.johnstoneuv@his4ehr.com,52832897671,,,179,53,61,61,M,4,
20125,10554,309516,,,,WALKERST,SARAHDE,1947-11-04,F,1,MELVILLE BAY,RD,EAST ARNHEM,NT,0822,AUS,70202105505,70032250000,136.67192287,-12.20479297,0491570159,0755500915,0770107255,sarahde.walkerst@his4ehr.com,54411599411,,,148,106,95,163,S,4,
20126,10559,,,,,RONZIOOP,HELENVW,1987-10-25,F,24,PROVIDENCE,CCT,NHULUNBUY,NT,0880,AUS,70204106410,70022120000,136.78007951,-12.17767617,0491570159,0755506906,0770108911,helenvw.ronzioop@his4ehr.com,53743351563,,,166,54.6,61,75,M,4,
20127,10563,304890,,,,LONERGANGH,CECILUV,1961-10-31,M,16,FELDEGG,AV,NHULUNBUY,NT,0880,AUS,70101100601,70009230000,136.77229865,-12.19301815,0491570157,0755507399,0770106702,ceciluv.lonergangh@his4ehr.com,51704652243,,,175,78,82,86,S,4,
20128,10568,,,,,SMITHLM,WESLEYXY,1972-10-28,M,39,ARRKULUK,ST,GUNBALANYA,NT,0822,AUS,70203106101,70016398300,133.04914024,-12.32783194,0491570157,0755500796,0770101728,wesleyxy.smithlm@his4ehr.com,50082168641,,,173,90.3,88,102,M,4,
20129,10572,,,,,KUMPCD,MARCIANO,1993-10-23,F,3,WHEAL,CT,ANULA,NT,0812,AUS,70102101103,70005440000,130.89537742,-12.39449993,0491570158,0755503542,0770104629,marciano.kumpcd@his4ehr.com,51556569245,,,172,67.1,80,111,S,4,
20130,10577,309409,,,,HARRISAB,JACQUELINEQR,1954-11-02,F,44,BAGSHAW,CR,GRAY,NT,0830,AUS,70101100227,73861000000,130.98737124,-12.49081419,0491570159,0755500446,0770101472,jacquelineqr.harrisab@his4ehr.com,51592960512,,,163,69,77,83,S,4,
20131,10581,309775,,,,TEGEGNEBC,RICKYBC,1961-08-30,M,7,BLACKMORE,CT,GUNN,NT,0832,AUS,70104104105,70023880000,130.99799166,-12.48901855,0491570157,0755501966,0770109075,rickybc.tegegnebc@his4ehr.com,57116584533,,,176,91,99,109,W,4,
20132,10586,305301,,,,HANRATTYJK,EDWARDNO,1958-11-01,U,2,SNIPE,CT,WULAGI,NT,0812,AUS,70201105001,70016431700,130.89832786,-12.38588475,0491570158,0755505170,0770103742,edwardno.hanrattyjk@his4ehr.com,52223107274,,,169,89,89,95,M,4,
20133,10591,309110,,,,PERRYBC,DONNAJK,1975-10-28,F,65,SECRETT,RD,KNUCKEY LAGOON,NT,0828,AUS,70102101203,70019610000,130.92993844,-12.41861158,0491570110,0755501116,0770103763,donnajk.perrybc@his4ehr.com,58004171424,,,159,86,78,102,D,4,
20134,10595,308075,,,,MCALLISTERYZ,MARIEVW,1949-11-03,F,18,WELLINGTON,PDE,ALAWA,NT,0810,AUS,70205106807,70019440000,130.87274384,-12.37951723,0491570156,0755501609,0770100920,marievw.mcallisteryz@his4ehr.com,50708074772,,,164,66,80,103,S,4,
20135,10600,,,10027,,GRIMAPQ,PETERXY,1993-10-23,M,12,ATNYER,ST,ALPURRURULAM,NT,4825,AUS,70102102510,70010850000,137.84531733,-20.98489966,0491570158,0755508488,0770106018,francestu.lodgeno@his4ehr.com,43976992352,,,175,55,70,71,M,4,
20136,10605,300793,,,,WALLEYCD,NATASHAVW,1940-11-05,F,10,CHEESEFRUIT,ST,ZUCCOLI,NT,0832,AUS,70101100701,70011320000,131.00449174,-12.51106132,0491570156,0755507051,0770103920,natashavw.walleycd@his4ehr.com,59625063615,,,163,72,80,103,M,4,
20137,10610,309925,,,,WHITERS,RAYMONDST,1939-11-06,M,38,CASTLEREAGH,DR,LEANYER,NT,0812,AUS,70102102504,70011100000,130.8935277,-12.37299504,0491570156,0755500800,0770105024,raymondst.whiters@his4ehr.com,58581828763,,,170,97,94,92,W,4,
20138,10614,,,,,KUPFERRS,KARENYZ,2002-10-21,F,24,JOLLY,ST,WOOLNER,NT,0820,AUS,70101100909,70005840000,130.85478671,-12.43447512,0491570159,0755503811,0770103455,karenyz.kupferrs@his4ehr.com,57828009933,,,160,43.2,51,63,S,4,
20139,10618,301030,,,,WOCINSKACD,EILEENIJ,1967-10-30,F,48,EMERY,AV,WOODROFFE,NT,0830,AUS,70101100606,70009220000,130.98150184,-12.4959692,0491570158,0755505261,0770108924,eileenij.wocinskacd@his4ehr.com,54584321053,,,158,70,71,88,S,4,
20140,10622,,,,,HORWOOD-JENNINGSUV,JANETMN,2023-10-16,F,15,FAIRWEATHER,CR,COOLALINGA,NT,0839,AUS,70103103408,70016430100,131.04104077,-12.51933395,0491570157,0755509228,0770104392,janetmn.horwood-jenningsuv@his4ehr.com,57586057762,,,50,3.4,24,31,S,4,
20141,10626,306375,,,,GOUDIEHI,ISADORAAB,1940-01-08,F,129,TIMEAPATUA,CCT,WURRUMIYANGA,NT,0822,AUS,70205106605,70016421900,130.62883928,-11.76085247,0491570158,0755500208,0770104107,isadoraab.goudiehi@his4ehr.com,55741438121,,,161,81,88,99,D,4,
20142,10631,307988,,,,SCOTTXY,SHERELLBC,1965-10-30,F,8,GARDINER,ST,DARWIN CITY,NT,0800,AUS,70101100226,70016402300,130.84417321,-12.46000425,0491570159,0755508544,0770108569,sherellbc.scottxy@his4ehr.com,52747977215,,,158,102,98,117,S,4,
20143,10635,307707,,,,RENTSCHLERQR,PAULCD,1958-11-01,M,16,GUNBALANYA,RD,GUNBALANYA,NT,0822,AUS,70204106412,70022060000,133.0549102,-12.32543805,0491570157,0755502416,0770106184,paulcd.rentschlerqr@his4ehr.com,59367446874,,,177,70,80,72,M,4,
20144,10640,302604,,,,PHILLIPSOP,ALVINFG,1968-10-29,M,9,WILTON,CT,GUNN,NT,0832,AUS,70104104211,73807000000,130.99697862,-12.48548074,0491570158,0755500873,0770103681,alvinfg.phillipsop@his4ehr.com,59969974061,,,181,71,78,81,M,4,
20145,10645,302734,,,,FIELDFG,ROBERTIJ,1969-10-29,M,,WANDANJARA,RD,MILINGIMBI,NT,0822,AUS,70204106411,70022090000,134.91790237,-12.10353799,0491570158,0755507621,0770107631,robertij.fieldfg@his4ehr.com,55023457111,,,174,65,71,72,S,4,
20146,10650,303251,,,,RENDL-DEAKOP,BRIANVW,1961-08-30,M,41,PATTERSON,CR,LARAPINTA,NT,0875,AUS,70102101005,70005280000,133.8398522,-23.6888947,0491570157,0755501889,0770107603,brianvw.rendl-deakop@his4ehr.com,51331707112,,,171,66,74,83,M,4,
20147,10654,,,,,LOVELM,ROBERTWX,1939-11-06,M,337,ROBINSON,RD,BORROLOOLA,NT,0854,AUS,70205106613,70003540000,136.30636829,-16.0572979,0491570157,0755505368,0770109250,robertwx.lovelm@his4ehr.com,54053301335,,,170,76.8,80,97,M,4,
20148,10659,309195,,,,WALISZUV,TONIQR,1954-11-02,F,4,LENS,CT,WOODROFFE,NT,0830,AUS,70201104814,70001270000,130.97637637,-12.50173905,0491570158,0755504545,0770104764,toniqr.waliszuv@his4ehr.com,59764578513,,,166,75,86,121,M,4,
20149,10664,307880,,,,BOWDENOP,EVERETTLM,1964-10-30,M,55,TUNCKS,RD,DESERT SPRINGS,NT,0870,AUS,70102102004,70008670000,133.8852356,-23.70580476,0491570158,0755505409,0770109018,everettlm.bowdenop@his4ehr.com,53283068774,,,179,77,98,106,S,4,
20150,10669,301204,,,,EGANIJ,MARILOUJK,1962-10-31,F,31,GARNER,ST,BERRIMAH,NT,0828,AUS,70101100404,70006960000,130.93031234,-12.44287446,0491570158,0755506537,0770109005,mariloujk.eganij@his4ehr.com,59370303274,,,169,74,79,119,S,4,
20151,10673,300043,,,,DOBIEHI,AARONXY,1950-11-03,M,61,BLOODWOOD,ST,ZUCCOLI,NT,0832,AUS,70205106505,70022500000,131.00356733,-12.51606551,0491570157,0755508538,0770105481,aaronxy.dobiehi@his4ehr.com,58970437141,,,178,75,82,83,M,4,
20152,10677,,,,,MITCHELLUV,JACLYNDE,2006-10-20,F,44,WOODS,ST,DARWIN CITY,NT,0800,AUS,70101100226,73832000000,130.84345817,-12.4604903,0491570110,0755504094,0770105813,jaclynde.mitchelluv@his4ehr.com,53861310165,,,165,67.9,88,121,S,4,
20153,10681,309559,,,,STONEHOUSEKL,JANICEWX,1970-10-29,F,9,WELLINGTON,PDE,ALAWA,NT,0810,AUS,70204106305,70016422400,130.87194971,-12.37970312,0491570156,0755503251,0770108863,janicewx.stonehousekl@his4ehr.com,54255603625,SKM51049C,ORN,160,62,62,82,S,4,
20154,10686,302821,,,,DAVISCD,BRIANMN,1944-11-04,M,2,WEDDELL,ST,PARAP,NT,0820,AUS,70201104908,70002850000,130.84139171,-12.43549712,0491570159,0755506862,0770109302,brianmn.daviscd@his4ehr.com,59945837455,,,171,71,72,84,W,4,
20155,10690,309688,,,,STEPHENSONMN,JONOP,1972-10-28,M,12,UNDOOLYA,ST,TIWI,NT,0810,AUS,70103103407,70021170000,130.87453517,-12.36438912,0491570159,0755509916,0770106640,jonop.stephensonmn@his4ehr.com,55273272375,,,187,84,92,99,S,4,
20156,10694,300000,,,,GANGEMIBC,JUNEST,1947-11-04,F,55,BRIDGE,ST,MUIRHEAD,NT,0810,AUS,70201104612,70002050000,130.89555651,-12.35388107,0491570159,0755500547,0770103332,junest.gangemibc@his4ehr.com,50913010733,,,149,78,92,116,M,4,
20157,10699,,,,,COOPERGH,JEFFREYUV,1942-11-05,M,2,KURALA,CCT,GUNN,NT,0832,AUS,70104104105,70016393100,130.9971137,-12.48677412,0491570159,0755508866,0770108212,jeffreyuv.coopergh@his4ehr.com,52729167513,,,171,53.7,57,69,M,4,
20158,10704,,,,,HAWKINSXY,ANNAFG,1944-11-04,F,299,STUART,HWY,KILGARIFF,NT,0873,AUS,70201105107,70000613000,133.87217068,-23.74499649,0491570156,0755504284,0770103040,annafg.hawkinsxy@his4ehr.com,59129455831,,,156,62.8,67,162,M,4,
20159,10708,304782,,,,DALDALJK,KELLEYPQ,1939-11-06,F,,NUMBULWAR,RD,NUMBULWAR,NT,0822,AUS,70201104905,70016382800,135.718028,-14.26916386,0491570110,0755503122,0770107220,kelleypq.daldaljk@his4ehr.com,58597579742,,,165,95,100,120,M,4,
20160,10713,309969,,,,TOSCANORS,RICHARDMN,1976-10-27,M,708,CHEENEY,RD,EVA VALLEY,NT,0822,AUS,70203105716,70016384200,130.96123978,-13.12760928,0491570158,0755504813,0770102719,richardmn.toscanors@his4ehr.com,54402708051,,,169,80,86,101,M,4,
20161,10717,305730,,,,HUNTERBC,YVETTETU,1952-11-02,F,887,STUART,HWY,HOLTZE,NT,0829,AUS,70103103225,70020332000,130.96717163,-12.45420218,0491570156,0755500475,0770104013,yvettetu.hunterbc@his4ehr.com,51188679314,,,155,69,79,148,M,4,
20162,10722,,,,,GILMOREKL,CORNELIUSPQ,2001-10-21,M,133,PATERSON,ST,TENNANT CREEK,NT,0860,AUS,70202105601,70031910000,134.19108739,-19.64316722,0491570110,0755508833,0770104273,corneliuspq.gilmorekl@his4ehr.com,54221010725,SSS58040B,ORN,176,51.7,65,62,M,4,
20163,10726,301182,,,,GOHXY,SHELLYFG,1948-11-03,F,40,ERUMBA,ST,BRAITLING,NT,0870,AUS,70104103901,70023580000,133.87210071,-23.67670505,0491570156,0755500947,0770109494,shellyfg.gohxy@his4ehr.com,58970784834,,,153,73,80,127,D,4,
20164,10730,305644,,,,MITCHELL-REYNOLDSBC,GLENNPQ,1955-10-02,M,590,THORNGATE,RD,HOLTZE,NT,0829,AUS,70103103107,70019632000,130.98307496,-12.44597551,0491570157,0755504564,0770109423,glennpq.mitchell-reynoldsbc@his4ehr.com,55135674231,,,169,83,88,80,M,4,
20165,10735,,,,,GIBBSWX,CATHARINETU,1971-10-29,F,13,MAKRYLLOS,CCT,TIWI,NT,0810,AUS,70102102705,70012870000,130.87127571,-12.36320312,0491570158,0755500350,0770101534,catharinetu.gibbswx@his4ehr.com,58605700752,,,163,55.5,57,81,M,4,
20166,10740,308784,,,,MILLERST,TERRYWX,1942-11-05,M,8,TAMBLING,TCE,LYONS,NT,0810,AUS,70205106706,70018520000,130.89120566,-12.36594089,0491570159,0755506208,0770100133,terrywx.millerst@his4ehr.com,56704235875,,,174,81,88,113,S,4,
20167,10745,300342,,,,ROBERTSONJK,JASONKL,1939-11-04,M,5,BACON,ST,GILLEN,NT,0870,AUS,70103103112,70020850000,133.85985719,-23.70695042,0491570157,0755500897,0770108298,jasonkl.robertsonjk@his4ehr.com,57665140852,,,178,80,82,118,S,4,
20168,10750,301354,,,,KOZANITISHI,BESSIEBC,1952-11-02,F,11,CREED,CT,BAKEWELL,NT,0832,AUS,70204106416,70016409700,130.99816679,-12.50084482,0491570158,0755506594,0770101876,bessiebc.kozanitishi@his4ehr.com,57821072871,,,144,76,75,113,M,4,
20169,10755,301809,,,,KULCZAKPQ,JAMESCD,1977-10-27,M,60,NOTTAGE,RD,BEES CREEK,NT,0822,AUS,70103103402,70021130000,131.05571082,-12.57635214,0491570110,0755508538,0770102152,jamescd.kulczakpq@his4ehr.com,54205993322,,,183,88,90,87,D,4,
20170,10759,303964,,,,HEYWORTHRS,JENNYUV,1954-11-02,F,30,FOREST,DR,HUMPTY DOO,NT,0836,AUS,70205106702,70018540000,131.07718735,-12.58757046,0491570156,0755505992,0770105243,jennyuv.heyworthrs@his4ehr.com,54431039554,,,165,89,101,137,M,4,
20171,10763,304527,,,,LUPKEAB,JAMIEXY,1961-10-31,M,25,STEDCOMBE,ST,ALAWA,NT,0810,AUS,70102103004,70013871000,130.87756571,-12.37916212,0491570110,0755503078,0770102637,jamiexy.lupkeab@his4ehr.com,50090635074,,,175,81,82,82,S,4,
20172,10768,303060,,,,BESTEF,OLGAEF,1970-10-29,F,2315,STUART,HWY,WARUMUNGU,NT,0852,AUS,70102102609,70011690000,134.60022613,-19.97699731,0491570158,0755503066,0770101534,olgaef.bestef@his4ehr.com,57048856353,,,172,62,78,122,M,4,
20173,10773,307922,,,,SIMSPQ,JOHNPQ,1969-11-29,M,49,JAMES,CCT,WOODROFFE,NT,0830,AUS,70104104401,70024660000,130.9781232,-12.50570719,0491570156,0755502323,0770109531,johnpq.simspq@his4ehr.com,58157309861,,,184,78,80,79,S,4,
20174,10777,303294,,,,RIZZOPQ,SHANNONHI,1960-11-30,F,15,BARGE LANDING,RD,GAPUWIYAK,NT,0880,AUS,70204106415,70022000000,135.80396439,-12.49989104,0491570159,0755506325,0770109326,shannonhi.rizzopq@his4ehr.com,53324058423,,,164,84,84,112,D,4,
20175,10781,309473,,,,O'BRIENNO,ERICYZ,1965-10-30,M,145,MANTON VALLEY,RD,MANTON,NT,0837,AUS,70102101905,70007880000,131.16071522,-12.83762387,0491570158,0755509711,0770102621,ericyz.o'brienno@his4ehr.com,55865092642,,,179,75,83,93,S,4,
20176,10785,,,,,REESOP,NATHANUV,1951-11-03,M,3,DRIPSTONE,RD,ALAWA,NT,0810,AUS,70102101005,70005280000,130.88136671,-12.37764212,0491570110,0755508369,0770104433,nathanuv.reesop@his4ehr.com,59688656113,,,169,81.2,83,97,S,4,
20177,10790,304160,,,,LAUDERYZ,KRISTENWX,1958-12-01,F,235,BUCKLEY,RD,LAMBELLS LAGOON,NT,0822,AUS,70103103225,70020332000,131.1844791,-12.61222292,0491570156,0755507882,0770101043,kristenwx.lauderyz@his4ehr.com,57225332142,,,172,62,68,81,S,4,
20178,10795,301161,,,,HARRISONLM,MILDREDNO,1950-11-03,F,5,GARDINER,ST,DARWIN CITY,NT,0800,AUS,70103103516,70019680000,130.84371824,-12.45962571,0491570156,0755506321,0770108017,mildredno.harrisonlm@his4ehr.com,54805228031,,,160,82,89,102,M,4,
20179,10799,,10009,,,BICKLEYTU,CLIFFORD,1967-10-30,M,2,HENRY,ST,STUART PARK,NT,0820,AUS,70101100507,70008400000,130.84364804,-12.4469654,0491570159,0755504778,0770106726,maryjk.routsonjk@his4ehr.com,55557203073,,,176,78,75,81,M,4,
20180,10804,307771,,,,MURRAYHI,MARIAFG,1967-10-30,F,7,KURALA,CCT,GUNN,NT,0832,AUS,70205106723,70018960000,130.9972367,-12.48731912,0491570156,0755502143,0770100326,mariafg.murrayhi@his4ehr.com,59495840872,SKM73968 ,ORN,158,74,81,115,S,4,
20181,10808,304868,,,,CLARKEF,TONYAPQ,1947-11-04,F,42,CHEWINGS,ST,EAST SIDE,NT,0870,AUS,70201104606,70002030000,133.89172557,-23.69235941,0491570158,0755507595,0770104260,tonyapq.clarkef@his4ehr.com,54304773931,,,149,56,60,89,S,4,
20182,10813,302345,,,,SHANNANCD,THELMARS,1943-11-05,F,113,RYLAND,RD,RAPID CREEK,NT,0810,AUS,70102102601,70012050000,130.85753294,-12.37961433,0491570110,0755500690,0770106309,thelmars.shannancd@his4ehr.com,55279122145,,,168,59,64,92,D,4,
20183,10817,304333,,,,EYREUV,HELENEF,1962-10-31,F,45,ULPAYA,RD,STUART,NT,0870,AUS,70201104904,70002150000,133.87629931,-23.68406137,0491570110,0755501421,0770104518,helenef.eyreuv@his4ehr.com,52910858423,,,162,62,64,75,M,4,
20184,10821,302130,,,,HEFFERNANXY,JOHNNO,1965-10-30,M,483,HICKS,RD,HOWARD SPRINGS,NT,0835,AUS,70103103109,70020550000,131.06785118,-12.49350789,0491570157,0755501559,0770107873,johnno.heffernanxy@his4ehr.com,53009231973,,,177,98,107,114,M,4,
20185,10825,303316,,,,LAWLESSGH,BLANCARS,1957-11-01,F,1,PALMERSTON,CCT,PALMERSTON CITY,NT,0830,AUS,70205106812,70033570000,130.98505609,-12.47843981,0491570158,0755500440,0770107901,blancars.lawlessgh@his4ehr.com,53184240165,,,156,94,95,128,S,4,
20186,10829,301096,,,,PATTINSONHI,EVERETTBC,1949-11-03,M,1,KWNGELYE,ST,FINKE,NT,0872,AUS,70201105006,70025742000,134.57773574,-25.58257328,0491570156,0755504525,0770102024,everettbc.pattinsonhi@his4ehr.com,57215792661,,,167,109,116,144,D,4,
20187,10833,302864,,,,NAMMASONERS,JIMMIEST,1956-11-01,M,19,FINNISS,ST,DARWIN CITY,NT,0800,AUS,70101100224,73860000000,130.83785071,-12.45265081,0491570159,0755501063,0770109135,jimmiest.nammasoners@his4ehr.com,56286950731,,,170,89,86,92,M,4,
20188,10838,303767,,,,FLEGGST,JUSTINST,1942-11-05,M,40,ASCHE,ST,MUIRHEAD,NT,0810,AUS,70203105711,70003640000,130.89605374,-12.3628149,0491570156,0755505329,0770104772,justinst.fleggst@his4ehr.com,50222556311,,,173,87,93,108,M,4,
